"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","GEMEINDE_QID","GEMEINDE_GeoNames","GEMEINDE_TGN","GEMEINDE_IDAI","GEMEINDE_OSM_Relation","GEMEINDE_matchLabel","GEMEINDE_matchScore","GEMEINDE_matchReason","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Kaufmann 1976","Q139304616","449","456","Wahlitz 7","Gommern","Q50880","6550932","","","85214","Gommern","1.0","Exact match via rdfs:label [global index] | 'Gommern' -> 'Gommern'","Jerichower Land","Q6068","3302158","7076457","","62477","Jerichower Land","1.0","Exact match via skos:altLabel [global index] | 'Jerichower Land' -> 'Jerichower Land'","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","100","21","Georeferenzierung einer gedruckten Karte","Printpublikation","Die Katalogbeschreibung von Kaufmann 1976 enthält TK-Annahmen, die in digitale Koordinaten übertragen  und durch Informationen des LDfA Sachsen-Anhalt bestätigt wurden","11.79","52.11","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","415","161","Gröbitz 10","Teuchern","Q534715","6550918","1037832","","2405054","Teuchern","1.0","Exact match via rdfs:label [global index] | 'Teuchern' -> 'Teuchern'","Burgenlandkreis","Q6102","","","","","Burgenlandkreis","1.0","Direct override | 'Burgenlandkreis' -> QID=Q6102 | [override -> QID=Q6102]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","0","22","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","11.92","51.13","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Kaufmann 1976","Q139304616","395","245","Krosigk 1","Petersburg","Q635001","","","","","Petersberg","1.0","Direct override | 'Petersburg' -> QID=Q635001 | [override -> QID=Q635001]","Saalekreis","Q6098","2842671","","","62473","Saalekreis","1.0","Exact match via rdfs:label [global index] | 'Saalekreis' -> 'Saalekreis'","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","100","23","Georeferenzierung einer gedruckten Karte","Printpublikation","Die Katalogbeschreibung von Kaufmann 1976 enthält TK-Annahmen, die in digitale Koordinaten übertragen  und durch Informationen des LDfA Sachsen-Anhalt bestätigt wurden","11.93","51.61","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","294","233","Korbetha 4","Schkopau","Q526388","6551142","","","2406261","Schkopau","1.0","Exact match via rdfs:label [global index] | 'Schkopau' -> 'Schkopau'","Saalekreis","Q6098","2842671","","","62473","Saalekreis","1.0","Exact match via rdfs:label [global index] | 'Saalekreis' -> 'Saalekreis'","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Kaufmann 1976","Q139304616","unbek.","Q59496158","50","24","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","11.97","51.4","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","250","384","Schelkau 3","Teuchern","Q534715","6550918","1037832","","2405054","Teuchern","1.0","Exact match via rdfs:label [global index] | 'Teuchern' -> 'Teuchern'","Burgenlandkreis","Q6102","","","","","Burgenlandkreis","1.0","Direct override | 'Burgenlandkreis' -> QID=Q6102 | [override -> QID=Q6102]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","0","25","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","12.01","51.1","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","266","281","Merzien 8","Köthen","Q1796771","6551219","","","2090553","Köthen","1.0","Exact match via rdfs:label [global index] | 'Köthen' -> 'Köthen'","Anhalt-Bitterfeld","Q6071","","","","","Landkreis Anhalt-Bitterfeld","1.0","Direct override | 'Anhalt-Bitterfeld' -> QID=Q6071 | [override -> QID=Q6071]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Kaufmann 1976","Q139304616","unbek.","Q59496158","0","26","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","12.03","51.75","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","312","457","Wallendorf 14","Schkopau","Q526388","6551142","","","2406261","Schkopau","1.0","Exact match via rdfs:label [global index] | 'Schkopau' -> 'Schkopau'","Saalekreis","Q6098","2842671","","","62473","Saalekreis","1.0","Exact match via rdfs:label [global index] | 'Saalekreis' -> 'Saalekreis'","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","50","27","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","12.07","51.36","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"LfDA Sachsen-Anhalt","Q1802049","432","158","Grana 2","Kretzschau","Q635076","6549017","","","2404547","Kretzschau","1.0","Exact match via rdfs:label [global index] | 'Kretzschau' -> 'Kretzschau'","Burgenlandkreis","Q6102","","","","","Burgenlandkreis","1.0","Direct override | 'Burgenlandkreis' -> QID=Q6102 | [override -> QID=Q6102]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","unbek.","","Kaufmann 1976","Q139304616","unbek.","Q59496158","400","28","Übernahme aus externer Datenbank","Printpublikation","Koordinaten wurden vom LdfA Sachsen-Anhalt übernommen und anhand des Katalogs auf Genauigkeit der Verortung überprüft","12.11","51.05","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Kaufmann 1976","Q139304616","206","505","Zörbig 8","Zörbig","Q247868","6550887","","","1329608","Zörbig","1.0","Exact match via rdfs:label [global index] | 'Zörbig' -> 'Zörbig'","Anhalt-Bitterfeld","Q6071","","","","","Landkreis Anhalt-Bitterfeld","1.0","Direct override | 'Anhalt-Bitterfeld' -> QID=Q6071 | [override -> QID=Q6071]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Kaufmann 1976","Q139304616","unbek.","Q59496158","50","29","Georeferenzierung einer gedruckten Karte","Printpublikation","Die Katalogbeschreibung von Kaufmann 1976 enthält TK-Annahmen, die in digitale Koordinaten übertragen  und durch Informationen des LDfA Sachsen-Anhalt bestätigt wurden","12.11","51.63","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Kaufmann 1976","Q139304616","117","438","Trebnitz","Gera","Q706112","2921231","7012815","","62671","Gera","1.0","Exact match via rdfs:label [global index] | 'Gera' -> 'Gera'","Gera","Q706112","2921231","7012815","","62671","Gera","1.0","Exact match via rdfs:label [global index] | 'Gera' -> 'Gera'","Thüringen","Q1205","2822542","7003689","2052949","62366","Thüringen","1.0","Exact match via rdfs:label [global index] | 'Thüringen' -> 'Thüringen'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Kaufmann 1976","Q139304616","unbek.","Q59496158","100","30","Georeferenzierung einer gedruckten Karte","Printpublikation","Die Katalogbeschreibung von Kaufmann 1976 enthält TK-Annahmen, die in digitale Koordinaten übertragen  und durch Informationen des LDfA Sachsen-Anhalt bestätigt wurden","12.14","50.9","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Stäuble/Veit 2016","Q139304647","","113","Eythra","Zwenkau","Q10779","","","","","Zwenkau","1.0","Direct override | 'Zwenkau' -> QID=Q10779 | [override -> QID=Q10779]","Leipzig-Land","Q1323208","","","","","Landkreis Leipzig-Land","1.0","Direct override | 'Leipzig-Land' -> QID=Q1323208 | [override -> QID=Q1323208]","Sachsen","Q1202","2842566","7003685","2315107","62467","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Stäuble/Veit 2016","Q139304647","Kreisgrabenanlage und Siedlung","Q1787688","0","31","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wolfram/Stäuble 2021","12.3","51.24","-4800","+/- 100 years","-4750","+/- 100 years","Q173412","medium certainty, good 14C dating, but many mixed features","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","","422","Steckelsdorf 12","Stadt Rathenow","Q525425","6550611","","","1271899","Rathenow","1.0","Exact match via rdfs:label [global index] | 'Rathenow' -> 'Rathenow' | [normalised: stripped -> 'Rathenow']","Havelland","Q6139","","","","","Havelland","1.0","Direct override | 'Havelland' -> QID=Q6139 | [override -> QID=Q6139]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","FBG","Lesefunde","Q1144458","Wetzel/Beran 2023","Q139304633","unbek.","Q59496158","0","32","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.3","52.59","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Q585632","6550607","","","1342247","Friesack","1.0","Exact match via rdfs:label [global index] | 'Friesack' -> 'Friesack'","Havelland","Q6139","","","","","Havelland","1.0","Direct override | 'Havelland' -> QID=Q6139 | [override -> QID=Q6139]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","FBG","Ausgrabung","Q959782","Wetzel/Beran 2023","Q139304633","Siedlung","Q486972","0","33","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75","-4550","+/- 100 years","-3900","+/- 100 years","Q173412","medium certainty, some 14C dates available","","",""
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Q585632","6550607","","","1342247","Friesack","1.0","Exact match via rdfs:label [global index] | 'Friesack' -> 'Friesack'","Havelland","Q6139","","","","","Havelland","1.0","Direct override | 'Havelland' -> QID=Q6139 | [override -> QID=Q6139]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Guhrau","Ausgrabung","Q959782","Wetzel/Beran 2023","Q139304633","Siedlung","Q486972","0","34","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"LfDA Sachsen-Anhalt","Q1802049","","351","Prettin 6","Prettin","Q573500","","","","","Prettin","1.0","Direct override | 'Prettin' -> QID=Q573500 | [override -> QID=Q573500]","Jessen","Q6075","","","","","Landkreis Jessen","1.0","Direct override | 'Jessen' -> QID=Q6075 | [override -> QID=Q6075]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Lesefunde","Q1144458","Wetzel 1973","Q139304617","unbek.","Q59496158","0","35","Übernahme aus externer Datenbank","digitale Datenbank","Koordinaten wurden aus dem WebGIS des Museum Szczecin übernommen und mit der Beschreibung in Czerniak et al 2020 überprüft","12.9","51.67","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","9738","375","Rohrbeck 14","Rohrbeck","Q22693663","","","","","Rohrbeck","1.0","Transitive P131+ exact match | 'Rohrbeck' -> 'Rohrbeck'","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Lesefunde","Q1144458","Eberhardt 2007","Q139304612","unbek.","Q59496158","0","36","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.03","51.97","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","9659","205","Jüterbog 31","Jüterbog","Q486541","6550661","1036996","","422436","Jüterbog","1.0","Exact match via rdfs:label [global index] | 'Jüterbog' -> 'Jüterbog'","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Lesefunde","Q1144458","Eberhardt 2007","Q139304612","unbek.","Q59496158","0","37","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.05","51.99","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch","Q139478072"
"Denkmaldaten / BLDAM 2021","Q897952","9574","57","Bochow 2","Bochow","Q889041","","","","4471830","Bochow","1.0","Transitive P131+ exact match | 'Bochow' -> 'Bochow'","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Rössener Kultur","Ausgrabung","Q959782","Eberhardt 2007","Q139304612","unbek.","Q59496158","0","38","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.07","51.96","-4681","+/- 100 years","-4446","+/- 100 years","Q173412","Medium precision, four 14C dates","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Denkmaldaten / BLDAM 2021","Q897952","9574","57","Bochow 2","Bochow","Q889041","","","","4471830","Bochow","1.0","Transitive P131+ exact match | 'Bochow' -> 'Bochow'","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Guhrau","Lesefunde","Q1144458","Wetzel 2013","Q139304611","unbek.","Q59496158","0","39","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.07","51.96","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"Denkmaldaten / BLDAM 2021","Q897952","9588","56","Bochow 16","Bochow","Q889041","","","","4471830","Bochow","1.0","Transitive P131+ exact match | 'Bochow' -> 'Bochow'","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SBK","Ausgrabung","Q959782","Meyer 2011","Q139304614","Siedlung, Kreisgrabenanlage","Q1787688","0","40","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.08","51.96","-4804","+/- 100 years","-4597","+/- 100 years","Q173412","medium certainty, only one 14C date","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
