"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","perio.do","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y"
"Stäuble/Veit 2016","","","113","Eythra","Zwenkau","Leipzig-Land","Q1323208","","","","","Landkreis Leipzig-Land","1.0","Direct override | 'Leipzig-Land' -> QID=Q1323208 | [override -> QID=Q1323208]","Sachsen","Q1202","2842566","7003685","2315107","62467","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Ausgrabung","Q959782","Stäuble/Veit 2016","","Kreisgrabenanlage und Siedlung","Q1787688","0","31","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wolfram/Stäuble 2021","12.3","51.24"
"Denkmaldaten / BLDAM 2021","Q897952","","422","Steckelsdorf 12","Stadt Rathenow","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","FBG","","","Wetzel/Beran 2023","","unbek.","Q59496158","0","32","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.3","52.59"
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","FBG","Ausgrabung","Q959782","Wetzel/Beran 2023","","Siedlung","Q486972","0","33","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75"
"Denkmaldaten / BLDAM 2021","Q897952","12485","129","Friesack 4","Friesack","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Ausgrabung","Q959782","Wetzel/Beran 2023","","Siedlung","Q486972","0","34","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.54","52.75"
"LfDA Sachsen-Anhalt","Q1802049","","351","Prettin 6","Prettin","Jessen","Q6075","","","","","Landkreis Jessen","1.0","Direct override | 'Jessen' -> QID=Q6075 | [override -> QID=Q6075]","Sachsen-Anhalt","Q1206","2842565","7003687","2044275","62607","Sachsen-Anhalt","1.0","Exact match via rdfs:label [global index] | 'Sachsen-Anhalt' -> 'Sachsen-Anhalt'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","","","Wetzel 1973","","unbek.","Q59496158","0","35","Übernahme aus externer Datenbank","digitale Datenbank","Koordinaten wurden aus dem WebGIS des Museum Szczecin übernommen und mit der Beschreibung in Czerniak et al 2020 überprüft","12.9","51.67"
"Denkmaldaten / BLDAM 2021","Q897952","9738","375","Rohrbeck 14","Rohrbeck","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","36","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.03","51.97"
"Denkmaldaten / BLDAM 2021","Q897952","9659","205","Jüterbog 31","Jüterbog","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","37","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.05","51.99"
"Denkmaldaten / BLDAM 2021","Q897952","9574","57","Bochow 2","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Rössener","Ausgrabung","Q959782","Eberhardt 2007","","unbek.","Q59496158","0","38","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.07","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9574","57","Bochow 2","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","39","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.07","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9588","56","Bochow 16","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Ausgrabung","Q959782","Meyer 2011","","Siedlung, Kreisgrabenanlage","Q1787688","0","40","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.08","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9579","59","Bochow 6/7","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","41","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9579","60","Bochow 7","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Rössener","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","43","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","51.97"
"Denkmaldaten / BLDAM 2021","Q897952","9587","55","Bochow 15","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","44","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9578","58","Bochow 6","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Rössener","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","45","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","9578","58","Bochow 6","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","46","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.09","51.96"
"Denkmaldaten / BLDAM 2021","Q897952","24516","386","Schiaß 1","Schiaß","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Ausgrabung","Q959782","","","unbek.","Q59496158","0","47","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.14","52.26"
"Denkmaldaten / BLDAM 2021","Q897952","24169","163","Groß Kienitz 7","Groß Kienitz","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Rössener","Ausgrabung","Q959782","Schmiederer 1997","","Siedlung","Q486972","0","48","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.46","52.33"
"Denkmaldaten / BLDAM 2021","Q897952","10304","407","Selchow 7","Selchow","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Rössener","Ausgrabung","Q959782","Lehmphul 2015","","Siedlung","Q486972","0","49","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.47","52.35"
"Denkmaldaten / BLDAM 2021","Q897952","9937","136","Gallun 4","Gallun","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Einzelfund","Q1144458","","","unbek.","Q59496158","0","50","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.56","52.25"
"Denkmaldaten / BLDAM 2021","Q897952","","504","Zöllmersdorf","Zöllmersdorf","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","","","Wetzel/Beran 2023","","unbek.","Q59496158","0","53","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.66","51.85"
"Denkmaldaten / BLDAM 2021","Q897952","11688","207","Kaden 4","Kaden","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Ausgrabung","Q959782","Marschallek 1944","","Grab?","Q173387","0","54","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.8","51.91"
"Denkmaldaten / BLDAM 2021","Q897952","11326","303","Neuendorf am See 6","Neuendorf am See","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","55","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1"
"Denkmaldaten / BLDAM 2021","Q897952","11326","303","Neuendorf am See 6","Neuendorf am See","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","56","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1"
"Denkmaldaten / BLDAM 2021","Q897952","49204","302","Neuendorf am See 13","Neuendorf am See","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","57","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.88","52.1"
"Denkmaldaten / BLDAM 2021","Q897952","11208","190","Hohenbrück 3","Hohenbrück","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","SBK","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","58","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.91","52.1"
"Denkmaldaten / BLDAM 2021","Q897952","11208","190","Hohenbrück 3","Hohenbrück","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","59","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.91","52.1"
