"FID catalogue Schmidt 2026","GEMEINDE","KREIS","BUNDESLAND","LAND","LAND_QID","LAND_GeoNames","LAND_matchLabel","LAND_matchScore","LAND_matchReason","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","KREIS_QID","KREIS_GeoNames","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason"
"535","Gmina Dobre","pow. Miński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q947536","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]"
"538","Gmina Ciechocinek","pow. Aleksandrowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q750491","7530904","Powiat Aleksandrowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Aleksandrowski' -> 'Powiat Aleksandrowski'"
"539","Gmina Dąbrowa Biskupia","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"550","Gmina Kruszwica","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"543","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"544","Gmina Janikowo","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"546","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"547","Gmina Złotniki Kuj.","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"542","Gmina Kruszwica","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"548","Gmina Wocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"549","Gmina Wocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"551","Boxberg/O.L.","Görlitz","Sachsen","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1202","2842566","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Q6317","","Landkreis Görlitz","1.0","Direct override | 'Görlitz' -> QID=Q6317 | [override -> QID=Q6317]"
"552","Boxberg/O.L.","Görlitz","Sachsen","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1202","2842566","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Q6317","","Landkreis Görlitz","1.0","Direct override | 'Görlitz' -> QID=Q6317 | [override -> QID=Q6317]"
"562","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"561","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"560","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"559","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"558","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"557","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"556","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"555","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"554","Gmina Kołbaskowo","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"553","Gmina Dobra","pow. Policki","Woj. Zachodniopomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54188","3337499","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Q558696","7530844","Powiat Policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'Powiat Policki'"
"563","Neuendorf am See","Dahme-Spreewald","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6173","3249080","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'"
"564","Fürstenwalde","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"565","Rhinow","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"571","Hohenbrück","Dahme-Spreewald","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6173","3249080","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'"
"574","Neuendorf am See","Dahme-Spreewald","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6173","3249080","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'"
"575","Heinersbrück","Spree-Neiße","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6165","3249089","Spree-Neiße","1.0","Exact match via skos:altLabel [global index] | 'Spree-Neiße' -> 'Spree-Neiße'"
"579","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"580","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"581","Trebus","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"582","Kietz","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"584","Bochow","Teltow-Fläming","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6146","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]"
"585","Klinkow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"586","Schwaneberg","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"587","Bietikow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"588","Potzlow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"589","Rhinow","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"590","Hoppenrade","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
